name,vintage,varietal,location,price,score,prediction,difference,bordeauxBlends,syrah,pinot,italy,france,australia
Argiano Non Confunditur,2006,Tuscan Blends,Tuscany, Italy,19.99,90,91.47128,-1.47128,1,0,0,1,0,0
Nicolas Potel Bonnes Mares,2006,Pinot Noir,Burgundy, France,219.00,94,92.56955,1.43045,0,0,1,0,1,0
Nicolas Potel Chambertin Grand Cru,2006,Pinot Noir,Burgundy, France,229.00,95,92.65501,2.34499,0,0,1,0,1,0
Nicolas Potel Clos Vougeot,2006,Pinot Noir,Burgundy, France,139.00,91,91.88582,-0.88582,0,0,1,0,1,0
Nicolas Potel Echezeaux,2006,Pinot Noir,Burgundy, France,149.00,90,91.97128,-1.97128,0,0,1,0,1,0
Nicolas Potel Clos de la Roche,2006,Pinot Noir,Burgundy, France,135.00,91,91.85163,-0.85163,0,0,1,0,1,0
Nicolas Potel Clos St. Denis,2006,Pinot Noir,Burgundy, France,129.00,91,91.80035,-0.80035,0,0,1,0,1,0
Lucien Le Moine Mazis Chambertin,2003,Pinot Noir,Burgundy, France,185.00,95,92.27896,2.72104,0,0,1,0,1,0
Chateau Potensac,2005,Bordeaux Red Blends,Medoc, Bordeaux, France,39.99,90,92.01173,-2.01173,1,0,0,0,1,0
Louis Jadot Chambertin Clos de Beze Grand Cru,2006,Pinot Noir,Burgundy, France,219.00,95,92.56955,2.43045,0,0,1,0,1,0
Chateau Coufran Haut-Medoc,2003,Bordeaux Red Blends,Medoc, Bordeaux, France,25.99,89,91.89207,-2.89207,1,0,0,0,1,0
Chateau Lafon-Rochet,2005,Bordeaux Red Blends,St. Estephe, Bordeaux, France,66.99,90,92.24249,-2.24249,1,0,0,0,1,0
Chateau Prieure-Lichine,2005,Bordeaux Red Blends,Margaux, Bordeaux, France,77.99,92,92.33650,-0.33650,1,0,0,0,1,0
d'Arenberg The Dead Arm Shiraz,1996,Syrah/Shiraz,McLaren Vale, Australia,57.99,96,92.71593,3.28407,0,1,0,0,0,1
Terrabianca Campaccio,2005,Tuscan Blends,Tuscany, Italy,46.99,92,91.70204,0.29796,1,0,0,1,0,0
Glaetzer Amon Ra Shiraz,2007,Syrah/Shiraz,Barossa Valley, Barossa, Australia,85.00,99,92.94678,6.05322,0,1,0,0,0,1
Lucien Le Moine Chambolle Musigny les Amoureuses,2005,Pinot Noir,Chambolle-Musigny, Cote de Nuits, Cote d'Or, Burgundy, France,269.00,95,92.99688,2.00312,0,0,1,0,1,0
Kilikanoon Killerman's Run Shiraz,2006,Syrah/Shiraz,Australia,14.99,90,92.34842,-2.34842,0,1,0,0,0,1
Yalumba The Octavius Old Vine Shiraz,2004,Syrah/Shiraz,Barossa Valley, Barossa, Australia,69.99,96,92.81848,3.18152,0,1,0,0,0,1
Saint Cosme Cote Rotie,2006,Syrah/Shiraz,Cote Rotie, Rhone, France,54.99,91,92.90054,-1.90054,0,1,0,0,1,0
Shoofly Shiraz,2006,Syrah/Shiraz,Australia,15.49,88,92.35269,-4.35269,0,1,0,0,0,1
La Massa Toscana,2006,Tuscan Blends,Tuscany, Italy,24.99,90,91.51402,-1.51402,1,0,0,1,0,0
Chateau Malescot St. Exupery,2005,Bordeaux Red Blends,Margaux, Bordeaux, France,199.97,96,93.37902,2.62098,1,0,0,0,1,0
Auguste Clape Cornas,2005,Syrah/Shiraz,Cornas, Rhone, France,99.00,92,93.27667,-1.27667,0,1,0,0,1,0
Cabreo Il Borgo,2006,Tuscan Blends,Tuscany, Italy,56.99,90,91.78751,-1.78751,1,0,0,1,0,0
Tait The Ball Buster,2007,Syrah/Shiraz,Barossa Valley, Barossa, Australia,18.99,92,92.38261,-0.38261,0,1,0,0,0,1
Thorn-Clarke Shotfire Ridge Shiraz,2007,Syrah/Shiraz,Barossa Valley, Barossa, Australia,19.99,92,92.39116,-0.39116,0,1,0,0,0,1
Zonte's Footstep Shiraz/Viognier,2007,Syrah/Shiraz,Australia,13.99,90,92.33987,-2.33987,0,1,0,0,0,1
Teusner Shiraz Riebke,2005,Syrah/Shiraz,Barossa Valley, Barossa, Australia,14.99,91,92.34842,-1.34842,0,1,0,0,0,1
R Wines Strong Arms Shiraz,2007,Syrah/Shiraz,Australia,13.29,89,92.33389,-3.33389,0,1,0,0,0,1
R Wines Luchador Shiraz,2007,Syrah/Shiraz,Australia,15.97,90,92.35680,-2.35680,0,1,0,0,0,1
Jim Barry The Armagh Shiraz,2005,Syrah/Shiraz,Clare Valley, Australia,179.00,96,93.75015,2.24985,0,1,0,0,0,1
Brokenwood Graveyard Vineyard Shiraz,2006,Syrah/Shiraz,McLaren Vale, Australia,99.99,93,93.07489,-0.07489,0,1,0,0,0,1
Guigal Chateau D'Ampuis Cote Rotie,2005,Syrah/Shiraz,Cote Rotie, Rhone, France,119.00,98,93.44761,4.55239,0,1,0,0,1,0
Guigal Cote Rotie Brune et Blonde,2005,Syrah/Shiraz,Cote Rotie, Rhone, France,63.99,92,92.97746,-0.97746,0,1,0,0,1,0
Henschke Hill of Grace Shiraz,2004,Syrah/Shiraz,Barossa Valley, Barossa, Australia,649.00,96,97.76707,-1.76707,0,1,0,0,0,1
d'Arenberg The Laughing Magpie Shiraz Viognier,2007,Syrah/Shiraz,McLaren Vale, Australia,31.99,92,92.49371,-0.49371,0,1,0,0,0,1
Saint Cosme Saint-Joseph,2005,Syrah/Shiraz,Rhone, France,34.99,88,92.72961,-4.72961,0,1,0,0,1,0
Earthworks Shiraz,2006,Syrah/Shiraz,Barossa Valley, Barossa, Australia,15.49,90,92.35269,-2.35269,0,1,0,0,0,1
Mitolo G.A.M.,2007,Syrah/Shiraz,McLaren Vale, Australia,41.99,91,92.57918,-1.57918,0,1,0,0,0,1
Louis Jadot Pommard Les Rugiens Premier Cru,2005,Pinot Noir,Burgundy, France,48.99,90,91.11653,-1.11653,0,0,1,0,1,0
Trevor Jones Wild Witch Shiraz,2005,Syrah/Shiraz,Australia,69.99,95,92.81848,2.18152,0,1,0,0,0,1
Chateau Lascombes,2006,Bordeaux Red Blends,Margaux, Bordeaux, France,99.99,90,92.52453,-2.52453,1,0,0,0,1,0
Chateau Pavie,2006,Bordeaux Red Blends,St. Emilion, Bordeaux, France,249.97,96,93.80635,2.19365,1,0,0,0,1,0
Chateau Mouton Rothschild,2006,Bordeaux Red Blends,Pauillac, Bordeaux, France,599.97,96,96.79768,-0.79768,1,0,0,0,1,0
Chateau Latour,2006,Bordeaux Red Blends,Pauillac, Bordeaux, France,729.99,95,97.90891,-2.90891,1,0,0,0,1,0
Chateau Margaux,2006,Bordeaux Red Blends,Margaux, Bordeaux, France,619.97,94,96.96861,-2.96861,1,0,0,0,1,0
Chateau Duhart-Milon,2006,Bordeaux Red Blends,Pauillac, Bordeaux, France,67.99,92,92.25104,-0.25104,1,0,0,0,1,0
Chateau Palmer,2006,Bordeaux Red Blends,Margaux, Bordeaux, France,259.97,92,93.89182,-1.89182,1,0,0,0,1,0
Chateau Leoville Las Cases,2006,Bordeaux Red Blends,St. Julien, Bordeaux, France,229.99,96,93.63559,2.36441,1,0,0,0,1,0
Chateau Haut-Brion,2006,Bordeaux Red Blends,Pessac-Leognan, Bordeaux, France,599.99,96,96.79785,-0.79785,1,0,0,0,1,0
Carruades de Lafite,2006,Bordeaux Red Blends,Pauillac, Bordeaux, France,329.00,90,94.48180,-4.48180,1,0,0,0,1,0
Standish Shiraz,2005,Syrah/Shiraz,Barossa Valley, Barossa, Australia,75.00,96,92.86131,3.13869,0,1,0,0,0,1
3 Rings Shiraz,2007,Syrah/Shiraz,Barossa Valley, Barossa, Australia,16.95,90,92.36517,-2.36517,0,1,0,0,0,1
Kilikanoon Testament Shiraz,2006,Syrah/Shiraz,Barossa Valley, Barossa, Australia,34.99,94,92.51936,1.48064,0,1,0,0,0,1
Penfolds Bin 128 Coonawarra Shiraz,2006,Syrah/Shiraz,Coonawarra, Limestone Coast, Australia,24.99,90,92.43388,-2.43388,0,1,0,0,0,1
Revolution McLaren Vale Shiraz,2006,Syrah/Shiraz,McLaren Vale, Australia,18.99,91,92.38261,-1.38261,0,1,0,0,0,1
Corrina Rayment Revolution Shiraz,2006,Syrah/Shiraz,McLaren Vale, Australia,17.99,92,92.37406,-0.37406,0,1,0,0,0,1
The Winner's Tank Shiraz,2007,Syrah/Shiraz,Australia,14.79,90,92.34671,-2.34671,0,1,0,0,0,1
Massena The 11th Hour Shiraz,2006,Syrah/Shiraz,Barossa Valley, Barossa, Australia,45.99,94,92.61337,1.38663,0,1,0,0,0,1
Tatiarra Caravan of Dreams Pressings Shiraz,2006,Syrah/Shiraz,Australia,77.99,94,92.88686,1.11314,0,1,0,0,0,1
Falesco Marciliano,2005,Bordeaux Red Blends,Italy,33.99,91,91.59093,-0.59093,1,0,0,1,0,0
R Wines Suxx Shiraz,2007,Syrah/Shiraz,McLaren Vale, Australia,19.97,91,92.39099,-1.39099,0,1,0,0,0,1
Eskadale Vineyards Winner's Tank Shiraz,2006,Syrah/Shiraz,Barossa Valley, Barossa, Australia,13.99,91,92.33987,-1.33987,0,1,0,0,0,1
Penny's Hill Shiraz,2005,Syrah/Shiraz,McLaren Vale, Australia,22.99,90,92.41679,-2.41679,0,1,0,0,0,1
M. Chapoutier Ermitage Les Greffieux,2005,Syrah/Shiraz,Hermitage, Rhone, France,169.00,94,93.87494,0.12506,0,1,0,0,1,0
M. Chapoutier Ermitage Les Greffieux,2006,Syrah/Shiraz,Hermitage, Rhone, France,299.97,98,94.99429,3.00571,0,1,0,0,1,0
Mitolo Savitar Shiraz,2006,Syrah/Shiraz,McLaren Vale, Australia,49.99,94,92.64755,1.35245,0,1,0,0,0,1
Delas Saint-Joseph Francois de Tournon,2003,Syrah/Shiraz,Rhone, France,19.99,91,92.60141,-1.60141,0,1,0,0,1,0
La Massa Toscana,2007,Tuscan Blends,Tuscany, Italy,26.99,91,91.53111,-0.53111,1,0,0,1,0,0
Chateau Brane-Cantenac,2006,Bordeaux Red Blends,Margaux, Bordeaux, France,58.99,92,92.17412,-0.17412,1,0,0,0,1,0
Saint Cosme Saint-Joseph,2007,Syrah/Shiraz,Rhone, France,42.99,91,92.79797,-1.79797,0,1,0,0,1,0
Guigal La Mouline Cote Rotie,2005,Syrah/Shiraz,Cote Rotie, Rhone, France,739.00,100,98.74652,1.25348,0,1,0,0,1,0
Guigal La Landonne Cote Rotie,2005,Syrah/Shiraz,Cote Rotie, Rhone, France,399.00,98,95.84067,2.15933,0,1,0,0,1,0
Guigal La Turque Cote Rotie,2005,Syrah/Shiraz,Cote Rotie, Rhone, France,399.00,100,95.84067,4.15933,0,1,0,0,1,0
Guigal Ermitage Ex Voto Rouge,2005,Syrah/Shiraz,Hermitage, Rhone, France,359.00,100,95.49881,4.50119,0,1,0,0,1,0
Guigal Saint-Joseph Vignes de l'Hospice Rouge,2006,Syrah/Shiraz,Rhone, France,95.00,95,93.24249,1.75751,0,1,0,0,1,0
Elderton Command Shiraz,2005,Syrah/Shiraz,Barossa Valley, Barossa, Australia,95.00,97,93.03224,3.96776,0,1,0,0,0,1
Ornellaia,2006,Bordeaux Red Blends,Bolgheri, Tuscany, Italy,229.97,97,93.26590,3.73410,1,0,0,1,0,0
Frankland Estate Rocky Gully Shiraz Viognier,2007,Syrah/Shiraz,Australia,13.99,90,92.33987,-2.33987,0,1,0,0,0,1
Ornellaia Le Serre Nuove,2006,Bordeaux Red Blends,Tuscany, Italy,89.00,94,92.06108,1.93892,1,0,0,1,0,0
Domaine Comte Georges de Vogue Musigny Vieilles Vignes,1995,Pinot Noir,Burgundy, France,689.97,96,96.59476,-0.59476,0,0,1,0,1,0
Greenock Creek Alices Shiraz,2005,Syrah/Shiraz,Barossa Valley, Barossa, Australia,99.00,96,93.06642,2.93358,0,1,0,0,0,1
Le Macchiole Scrio,2001,Syrah/Shiraz,Tuscany, Italy,89.99,95,92.83015,2.16985,0,1,0,1,0,0
Massena Epsilon Shiraz,2006,Syrah/Shiraz,Barossa Valley, Barossa, Australia,19.99,90,92.39116,-2.39116,0,1,0,0,0,1
Falesco Marciliano,2006,Bordeaux Red Blends,Italy,49.99,92,91.72768,0.27232,1,0,0,1,0,0
Two Hands Lily's Garden Shiraz,2007,Syrah/Shiraz,McLaren Vale, Australia,58.99,91,92.72447,-1.72447,0,1,0,0,0,1
Langmeil Hangin Snakes Shiraz Viognier,2007,Syrah/Shiraz,Barossa Valley, Barossa, Australia,19.99,90,92.39116,-2.39116,0,1,0,0,0,1
Jim Barry The Lodge Hill Shiraz,2007,Syrah/Shiraz,Clare Valley, Australia,19.99,90,92.39116,-2.39116,0,1,0,0,0,1
Reilly's Dry Land Shiraz,2006,Syrah/Shiraz,Clare Valley, Australia,14.79,92,92.34671,-0.34671,0,1,0,0,0,1
Chateau Dassault,2006,Bordeaux Red Blends,St. Emilion, Bordeaux, France,52.99,89,92.12283,-3.12283,1,0,0,0,1,0
Jean-Michel Sorrel Hermitage le Vignon Vieilles Vignes,2003,Syrah/Shiraz,Hermitage, Rhone, France,29.99,91,92.68687,-1.68687,0,1,0,0,1,0
Chateau Pichon Longueville Comtesse de Lalande,2006,Bordeaux Red Blends,Pauillac, Bordeaux, France,149.97,95,92.95169,2.04831,1,0,0,0,1,0
Jip Jip Rocks Shiraz,2007,Syrah/Shiraz,Australia,14.99,90,92.34842,-2.34842,0,1,0,0,0,1
First Drop Mother's Milk Shiraz,2006,Syrah/Shiraz,Barossa Valley, Barossa, Australia,19.99,90,92.39116,-2.39116,0,1,0,0,0,1
Domaine Comte Georges de Vogue Chambolle Musigny Premier Cru,2003,Pinot Noir,Burgundy, France,135.00,93,91.85163,1.14837,0,0,1,0,1,0
Clarendon Hills Piggott Range Syrah,2004,Syrah/Shiraz,McLaren Vale, Australia,59.99,95,92.73302,2.26698,0,1,0,0,0,1
Penfolds Kalimna Bin 28 Shiraz,2006,Syrah/Shiraz,Barossa Valley, Barossa, Australia,22.99,90,92.41679,-2.41679,0,1,0,0,0,1
Tenuta San Guido Guidalberto,2007,Bordeaux Red Blends,Tuscany, Italy,56.99,92,91.78751,0.21249,1,0,0,1,0,0
Marquis Philips S9 Shiraz,2007,Syrah/Shiraz,Australia,29.99,91,92.47662,-1.47662,0,1,0,0,0,1
Pirie Tasmania South Pinot Noir,2006,Pinot Noir,Australia,19.99,89,90.65843,-1.65843,0,0,1,0,0,1
R Wines Boarding Pass Shiraz,2007,Syrah/Shiraz,Australia,14.99,91,92.34842,-1.34842,0,1,0,0,0,1
2 up Shiraz,2007,Syrah/Shiraz,Australia,14.79,88,92.34671,-4.34671,0,1,0,0,0,1
R Wines Boarding Pass First Class Shiraz,2007,Syrah/Shiraz,Australia,32.99,90,92.50226,-2.50226,0,1,0,0,0,1
Chateau Latour A Pomerol,2005,Bordeaux Red Blends,Pomerol, Bordeaux, France,115.00,90,92.65282,-2.65282,1,0,0,0,1,0
Tenuta San Guido Sassicaia,2006,Bordeaux Red Blends,Bolgheri, Tuscany, Italy,257.99,96,93.50539,2.49461,1,0,0,1,0,0
Chateau Lynch-Moussas,2006,Bordeaux Red Blends,Pauillac, Bordeaux, France,22.99,89,91.86644,-2.86644,1,0,0,0,1,0
Chateau Lynch-Moussas,2005,Bordeaux Red Blends,Pauillac, Bordeaux, France,35.99,88,91.97754,-3.97754,1,0,0,0,1,0
John Duval Entity Shiraz,2007,Syrah/Shiraz,Barossa Valley, Barossa, Australia,27.99,93,92.45953,0.54047,0,1,0,0,0,1
Penley Estate Chertsey,2006,Bordeaux Red Blends,Coonawarra, Limestone Coast, Australia,36.99,91,91.77583,-0.77583,1,0,0,0,0,1
d'Arenberg The Dead Arm Shiraz,2007,Syrah/Shiraz,McLaren Vale, Australia,47.97,92,92.63029,-0.63029,0,1,0,0,0,1
d'Arenberg The Galvo Garage,2007,Bordeaux Red Blends,Australia,23.97,90,91.66457,-1.66457,1,0,0,0,0,1
d'Arenberg The Footbolt Shiraz,2007,Syrah/Shiraz,McLaren Vale, Australia,19.49,90,92.38689,-2.38689,0,1,0,0,0,1
Jasper Hill Georgia's Paddock Shiraz,2005,Syrah/Shiraz,Australia,49.99,92,92.64755,-0.64755,0,1,0,0,0,1
Kilikanoon Oracle Shiraz,2005,Syrah/Shiraz,Clare Valley, Australia,46.99,93,92.62192,0.37808,0,1,0,0,0,1
Penfolds Grange,2004,Syrah/Shiraz,Australia,499.00,99,96.48508,2.51492,0,1,0,0,0,1
Antinori Tignanello,2006,Tuscan Blends,Tuscany, Italy,99.00,92,92.14655,-0.14655,1,0,0,1,0,0
Auguste Clape Cornas,2006,Syrah/Shiraz,Cornas, Rhone, France,66.99,93,93.00310,-0.00310,0,1,0,0,1,0
Auguste Clape Cuvee Renaissance Cornas,2006,Syrah/Shiraz,Cornas, Rhone, France,59.95,92,92.94293,-0.94293,0,1,0,0,1,0
Yalumba The Octavius Old Vine Shiraz,2005,Syrah/Shiraz,Barossa Valley, Barossa, Australia,129.99,94,93.33128,0.66872,0,1,0,0,0,1
Torbreck The Factor Shiraz,2006,Syrah/Shiraz,Barossa Valley, Barossa, Australia,99.00,94,93.06642,0.93358,0,1,0,0,0,1
Shoofly Shiraz,2008,Syrah/Shiraz,Australia,10.79,87,92.31253,-5.31253,0,1,0,0,0,1
Marquis Philips Shiraz,2008,Syrah/Shiraz,McLaren Vale, Australia,16.79,91,92.36380,-1.36380,0,1,0,0,0,1
Kilikanoon Oracle Shiraz,2006,Syrah/Shiraz,Clare Valley, Australia,54.97,95,92.69012,2.30988,0,1,0,0,0,1
Yarra Yering Pinot Noir,2006,Pinot Noir,Yarra Valley, Australia,59.99,92,91.00030,0.99970,0,0,1,0,0,1
Henry's Drive Dead Letter Office Shiraz,2006,Syrah/Shiraz,Australia,29.99,90,92.47662,-2.47662,0,1,0,0,0,1
Antinori Solaia,2006,Tuscan Blends,Tuscany, Italy,289.97,94,93.77870,0.22130,1,0,0,1,0,0
Wolf Blass Gold Label Shiraz,2007,Syrah/Shiraz,Barossa Valley, Barossa, Australia,19.99,90,92.39116,-2.39116,0,1,0,0,0,1
Louis Jadot Beaune Clos des Ursules Premier Cru,2005,Pinot Noir,Burgundy, France,95.97,91,91.51805,-0.51805,0,0,1,0,1,0
Loom Shiraz,2006,Syrah/Shiraz,McLaren Vale, Australia,18.49,90,92.37834,-2.37834,0,1,0,0,0,1
Hugh Hamilton The Rascal Shiraz,2006,Syrah/Shiraz,McLaren Vale, Australia,19.99,90,92.39116,-2.39116,0,1,0,0,0,1
Two Hands Bad Impersonator Shiraz,2006,Syrah/Shiraz,Barossa Valley, Barossa, Australia,49.99,91,92.64755,-1.64755,0,1,0,0,0,1
Jasper Hill Georgia's Paddock Shiraz,2006,Syrah/Shiraz,Australia,48.97,94,92.63884,1.36116,0,1,0,0,0,1
Leeuwin Estate Siblings Shiraz,2004,Syrah/Shiraz,Margaret River, Australia,13.99,89,92.33987,-3.33987,0,1,0,0,0,1
Layer Cake Shiraz,2008,Syrah/Shiraz,Australia,19.99,90,92.39116,-2.39116,0,1,0,0,0,1
Balgownie Shiraz,2006,Syrah/Shiraz,Australia,15.99,91,92.35696,-1.35696,0,1,0,0,0,1
Leeuwin Estate Siblings Shiraz,2003,Syrah/Shiraz,Margaret River, Australia,17.99,88,92.37406,-4.37406,0,1,0,0,0,1
Shirvington Shiraz,2003,Syrah/Shiraz,McLaren Vale, Australia,79.99,96,92.90395,3.09605,0,1,0,0,0,1
Chateau Pontet-Canet,2006,Bordeaux Red Blends,Pauillac, Bordeaux, France,139.97,95,92.86623,2.13377,1,0,0,0,1,0
Delas Saint-Joseph Francois de Tournon,2006,Syrah/Shiraz,Rhone, France,28.99,90,92.67833,-2.67833,0,1,0,0,1,0
Chateau Fonroque,2005,Bordeaux Red Blends,St. Emilion, Bordeaux, France,44.99,90,92.05446,-2.05446,1,0,0,0,1,0
Chateau Haut-Bergey,2005,Bordeaux Red Blends,Pessac-Leognan, Bordeaux, France,49.99,92,92.09720,-0.09720,1,0,0,0,1,0
Chateau Pichon Longueville Comtesse de Lalande,2004,Bordeaux Red Blends,Pauillac, Bordeaux, France,139.00,92,92.85793,-0.85793,1,0,0,0,1,0
Chateau Pichon Longueville Comtesse de Lalande,1982,Bordeaux Red Blends,Pauillac, Bordeaux, France,649.97,100,97.22501,2.77499,1,0,0,0,1,0
Chateau Pavie Decesse,2004,Bordeaux Red Blends,St. Emilion, Bordeaux, France,119.00,94,92.68700,1.31300,1,0,0,0,1,0
Chateau Rauzan-Segla,2005,Bordeaux Red Blends,Margaux, Bordeaux, France,135.00,93,92.82375,0.17625,1,0,0,0,1,0
Chateau Gazin,2004,Bordeaux Red Blends,Pomerol, Bordeaux, France,37.99,90,91.99464,-1.99464,1,0,0,0,1,0
Chateau Gazin,2005,Bordeaux Red Blends,Pomerol, Bordeaux, France,99.00,94,92.51607,1.48393,1,0,0,0,1,0
Chateau Branon,2005,Bordeaux Red Blends,Pessac-Leognan, Bordeaux, France,99.99,96,92.52453,3.47547,1,0,0,0,1,0
Chateau Beau-Sejour Becot,2005,Bordeaux Red Blends,St. Emilion, Bordeaux, France,109.97,94,92.60982,1.39018,1,0,0,0,1,0
Chateau Grand-Puy-Lacoste,2005,Bordeaux Red Blends,Pauillac, Bordeaux, France,159.99,92,93.03732,-1.03732,1,0,0,0,1,0
Chateau Leoville Poyferre,2005,Bordeaux Red Blends,St. Julien, Bordeaux, France,149.99,93,92.95186,0.04814,1,0,0,0,1,0
Chateau Chauvin,2005,Bordeaux Red Blends,St. Emilion, Bordeaux, France,49.99,92,92.09720,-0.09720,1,0,0,0,1,0
Henschke Mt. Edelstone Shiraz,2005,Syrah/Shiraz,Barossa Valley, Barossa, Australia,85.99,97,92.95523,4.04477,0,1,0,0,0,1
Kilikanoon The Lackey Shiraz,2006,Syrah/Shiraz,Australia,15.99,89,92.35696,-3.35696,0,1,0,0,0,1
Saint Cosme Cote Rotie,2007,Syrah/Shiraz,Cote Rotie, Rhone, France,63.99,93,92.97746,0.02254,0,1,0,0,1,0
Tenuta di Biserno Il Pino,2005,Bordeaux Red Blends,Tuscany, Italy,85.00,92,92.02690,-0.02690,1,0,0,1,0,0
Torbreck Woodcutters Shiraz,2008,Syrah/Shiraz,Barossa Valley, Barossa, Australia,24.99,91,92.43388,-1.43388,0,1,0,0,0,1
Delas Hermitage Les Bessards,2003,Syrah/Shiraz,Hermitage, Rhone, France,129.97,96,93.54137,2.45863,0,1,0,0,1,0
Jean-Louis Chave Hermitage,2005,Syrah/Shiraz,Hermitage, Rhone, France,369.00,95,95.58427,-0.58427,0,1,0,0,1,0
Jean-Louis Chave Selection Saint-Joseph Offerus,2005,Syrah/Shiraz,Rhone, France,28.99,90,92.67833,-2.67833,0,1,0,0,1,0
Chateau Pape Clement,2006,Bordeaux Red Blends,Pessac-Leognan, Bordeaux, France,139.99,95,92.86639,2.13361,1,0,0,0,1,0
Chateau Pape Clement,2004,Bordeaux Red Blends,Pessac-Leognan, Bordeaux, France,109.00,91,92.60153,-1.60153,1,0,0,0,1,0
Chateau Pape Clement,2003,Bordeaux Red Blends,Pessac-Leognan, Bordeaux, France,129.97,93,92.78075,0.21925,1,0,0,0,1,0
Occam's Razor Heathcote Shiraz,2005,Syrah/Shiraz,Australia,24.99,91,92.43388,-1.43388,0,1,0,0,0,1
Chateau Certan Marzelle Pomerol,2005,Bordeaux Red Blends,Pomerol, Bordeaux, France,75.99,89,92.31941,-3.31941,1,0,0,0,1,0
Chateau Certan Marzelle Pomerol,2006,Bordeaux Red Blends,Pomerol, Bordeaux, France,79.99,89,92.35359,-3.35359,1,0,0,0,1,0
Chateau Carbonnieux,2005,Bordeaux Red Blends,Pessac-Leognan, Bordeaux, France,49.99,91,92.09720,-1.09720,1,0,0,0,1,0
Chateau Canon La Gaffeliere,2005,Bordeaux Red Blends,St. Emilion, Bordeaux, France,139.97,94,92.86623,1.13377,1,0,0,0,1,0
Chateau Canon La Gaffeliere,2003,Bordeaux Red Blends,St. Emilion, Bordeaux, France,89.00,89,92.43060,-3.43060,1,0,0,0,1,0
Chateau Palmer Alter Ego de Palmer,2005,Bordeaux Red Blends,Margaux, Bordeaux, France,149.97,90,92.95169,-2.95169,1,0,0,0,1,0
Vieux Chateau Certan,2006,Bordeaux Red Blends,Pomerol, Bordeaux, France,259.99,96,93.89199,2.10801,1,0,0,0,1,0
Louis Jadot Chambertin-Clos de Beze Grand Cru,2007,Pinot Noir,Burgundy, France,239.00,92,92.74048,-0.74048,0,0,1,0,1,0
Chateau Charmail,2004,Bordeaux Red Blends,Haut Medoc, Bordeaux, France,21.99,89,91.85789,-2.85789,1,0,0,0,1,0
Chateau Charmail,2005,Bordeaux Red Blends,Haut Medoc, Bordeaux, France,26.99,90,91.90062,-1.90062,1,0,0,0,1,0
Chateau Lanessan,2005,Bordeaux Red Blends,Haut Medoc, Bordeaux, France,29.99,90,91.92626,-1.92626,1,0,0,0,1,0
Chateau La Tour Carnet,2004,Bordeaux Red Blends,Haut Medoc, Bordeaux, France,27.99,90,91.90916,-1.90916,1,0,0,0,1,0
Chateau La Tour Carnet,2005,Bordeaux Red Blends,Haut Medoc, Bordeaux, France,48.99,90,92.08865,-2.08865,1,0,0,0,1,0
Chateau d'Escurac,2005,Bordeaux Red Blends,Medoc, Bordeaux, France,21.99,89,91.85789,-2.85789,1,0,0,0,1,0
Chateau Haut Condissas,2003,Bordeaux Red Blends,Medoc, Bordeaux, France,95.00,92,92.48188,-0.48188,1,0,0,0,1,0
Chateau Haut Condissas,2005,Bordeaux Red Blends,Medoc, Bordeaux, France,49.99,90,92.09720,-2.09720,1,0,0,0,1,0
Chateau Rollan de By,2005,Bordeaux Red Blends,Medoc, Bordeaux, France,34.99,90,91.96899,-1.96899,1,0,0,0,1,0
AusVetia Shiraz,2001,Syrah/Shiraz,Australia,34.99,91,92.51936,-1.51936,0,1,0,0,0,1
AusVetia Shiraz,2002,Syrah/Shiraz,Australia,34.99,90,92.51936,-2.51936,0,1,0,0,0,1
Yeringberg Pinot Noir,2004,Pinot Noir,Yarra Valley, Australia,49.99,90,90.91483,-0.91483,0,0,1,0,0,1
Chateau Carbonnieux,2003,Bordeaux Red Blends,Pessac-Leognan, Bordeaux, France,35.99,89,91.97754,-2.97754,1,0,0,0,1,0
Chateau Malartic-Lagraviere,2003,Bordeaux Red Blends,Pessac-Leognan, Bordeaux, France,39.99,89,92.01173,-3.01173,1,0,0,0,1,0
Chateau Malartic-Lagraviere,2005,Bordeaux Red Blends,Pessac-Leognan, Bordeaux, France,54.99,92,92.13992,-0.13992,1,0,0,0,1,0
Domaine de Chevalier,2003,Bordeaux Red Blends,Pessac-Leognan, Bordeaux, France,49.99,90,92.09720,-2.09720,1,0,0,0,1,0
Domaine de Chevalier,2005,Bordeaux Red Blends,Pessac-Leognan, Bordeaux, France,139.99,95,92.86639,2.13361,1,0,0,0,1,0
Chateau Clinet,2004,Bordeaux Red Blends,Pomerol, Bordeaux, France,74.97,90,92.31069,-2.31069,1,0,0,0,1,0
Chateau Nenin,2004,Bordeaux Red Blends,Pomerol, Bordeaux, France,33.99,89,91.96045,-2.96045,1,0,0,0,1,0
Chateau Barde Haut,2005,Bordeaux Red Blends,St. Emilion, Bordeaux, France,59.99,93,92.18266,0.81734,1,0,0,0,1,0
Chateau Bellevue Mondotte St. Emilion,2005,Bordeaux Red Blends,St. Emilion, Bordeaux, France,369.00,99,94.82365,4.17635,1,0,0,0,1,0
The Winner's Tank Shiraz,2008,Syrah/Shiraz,Australia,10.99,90,92.31424,-2.31424,0,1,0,0,0,1
Chateau Fombrauge,2005,Bordeaux Red Blends,St. Emilion, Bordeaux, France,54.99,90,92.13992,-2.13992,1,0,0,0,1,0
