name,vintage,varietal,location,price,score,prediction,difference,bordeauxBlends,syrah,pinot,italy,france,australia
Chateau Latour A Pomerol (Futures Pre-sale),2009,Bordeaux Red Blends,Pomerol, Bordeaux, France,99.99,93,93.69796,-0.69796,1,0,0,0,1,0
Chateau Rouget (Futures Pre-sale),2009,Bordeaux Red Blends,Pomerol, Bordeaux, France,49.99,94,93.43401,0.56599,1,0,0,0,1,0
Chateau Trotanoy (Futures Pre-sale),2008,Bordeaux Red Blends,Pomerol, Bordeaux, France,229.00,95,94.36194,0.63806,1,0,0,0,1,0
Chateau Trotanoy (Futures Pre-sale),2009,Bordeaux Red Blends,Pomerol, Bordeaux, France,399.00,97,95.27644,1.72356,1,0,0,0,1,0
Chateau Belair-Monange,2008,Bordeaux Red Blends,St. Emilion, Bordeaux, France,89.99,90,93.62810,-3.62810,1,0,0,0,1,0
Chateau Belair-Monange (Futures Pre-sale),2009,Bordeaux Red Blends,St. Emilion, Bordeaux, France,189.00,94,94.16785,-0.16785,1,0,0,0,1,0
Monte Antico Rosso,2007,Tuscan Blends,Tuscany, Italy,12.99,90,92.75662,-2.75662,1,0,0,1,0,0
Tenuta Sette Ponti Oreno,2008,Bordeaux Red Blends,Tuscany, Italy,109.00,96,93.28053,2.71947,1,0,0,1,0,0
Tenuta Guado al Tasso,2007,Bordeaux Red Blends,Bolgheri, Tuscany, Italy,89.99,97,93.16310,3.83690,1,0,0,1,0,0
Antinori Solaia,2007,Tuscan Blends,Tuscany, Italy,209.00,97,93.79136,3.20864,1,0,0,1,0,0
Carruades de Lafite (Futures Pre-Sale),2010,Bordeaux Red Blends,Pauillac, Bordeaux, France,349.00,95,95.02956,-0.02956,1,0,0,0,1,0
Chateau Angelus (Futures Pre-Sale),2010,Bordeaux Red Blends,St. Emilion, Bordeaux, France,385.00,99,95.21960,3.78040,1,0,0,0,1,0
Chateau Bernadotte (Futures Pre-sale),2010,Bordeaux Red Blends,Medoc, Bordeaux, France,24.99,90,93.31911,-3.31911,1,0,0,0,1,0
Chateau Canon (Futures Pre-Sale),2010,Bordeaux Red Blends,St. Emilion, Bordeaux, France,159.00,96,94.02655,1.97345,1,0,0,0,1,0
Chateau Canon La Gaffeliere (Futures Pre-Sale),2010,Bordeaux Red Blends,St. Emilion, Bordeaux, France,109.00,95,93.76260,1.23740,1,0,0,0,1,0
Chateau Certan de May (Futures Pre-sale),2010,Bordeaux Red Blends,Pomerol, Bordeaux, France,144.00,95,93.94736,1.05264,1,0,0,0,1,0
Chateau Chauvin (Futures Pre-sale),2010,Bordeaux Red Blends,St. Emilion, Bordeaux, France,37.99,93,93.38773,-0.38773,1,0,0,0,1,0
Chateau Clinet (Futures Pre-Sale),2010,Bordeaux Red Blends,Pomerol, Bordeaux, France,152.00,97,93.98959,3.01041,1,0,0,0,1,0
Chateau Cos d'Estournel (Futures Pre-Sale),2010,Bordeaux Red Blends,St. Estephe, Bordeaux, France,334.00,97,94.95038,2.04962,1,0,0,0,1,0
Chateau d'Issan (Futures Pre-Sale),2010,Bordeaux Red Blends,Margaux, Bordeaux, France,88.99,94,93.65697,0.34303,1,0,0,0,1,0
Chateau Ducru-Beaucaillou (Futures Pre-Sale),2010,Bordeaux Red Blends,St. Julien, Bordeaux, France,269.00,100,94.60724,5.39276,1,0,0,0,1,0
Chateau Duhart-Milon (Futures Pre-sale),2010,Bordeaux Red Blends,Pauillac, Bordeaux, France,149.00,92,93.97375,-1.97375,1,0,0,0,1,0
Chateau Gloria (Futures Pre-Sale),2010,Bordeaux Red Blends,St. Julien, Bordeaux, France,54.99,91,93.47748,-2.47748,1,0,0,0,1,0
Chateau Grand-Puy-Lacoste (Futures Pre-Sale),2010,Bordeaux Red Blends,Pauillac, Bordeaux, France,109.00,95,93.76260,1.23740,1,0,0,0,1,0
Chateau Haut-Bergey (Futures Pre-Sale),2010,Bordeaux Red Blends,Pessac-Leognan, Bordeaux, France,32.99,93,93.36134,-0.36134,1,0,0,0,1,0
