name,vintage,varietal,location,price,score,prediction,difference,bordeauxBlends,syrah,pinot,italy,france,australia
Chateau Haut-Bergey,2005,Bordeaux Red Blends,Pessac-Leognan, Bordeaux, France,49.99,92,92.54633,-0.54633,1,0,0,0,1,0
Chateau Pichon Longueville Comtesse de Lalande,2004,Bordeaux Red Blends,Pauillac, Bordeaux, France,139.00,92,93.07913,-1.07913,1,0,0,0,1,0
Chateau Pichon Longueville Comtesse de Lalande,1982,Bordeaux Red Blends,Pauillac, Bordeaux, France,649.97,100,95.86278,4.13722,1,0,0,0,1,0
Chateau Pavie Decesse,2004,Bordeaux Red Blends,St. Emilion, Bordeaux, France,119.00,94,92.95561,1.04439,1,0,0,0,1,0
Chateau Rauzan-Segla,2005,Bordeaux Red Blends,Margaux, Bordeaux, France,135.00,93,93.07135,-0.07135,1,0,0,0,1,0
Chateau Gazin,2004,Bordeaux Red Blends,Pomerol, Bordeaux, France,37.99,90,92.45531,-2.45531,1,0,0,0,1,0
Chateau Gazin,2005,Bordeaux Red Blends,Pomerol, Bordeaux, France,99.00,94,92.84901,1.15099,1,0,0,0,1,0
Chateau Branon,2005,Bordeaux Red Blends,Pessac-Leognan, Bordeaux, France,99.99,96,92.85513,3.14487,1,0,0,0,1,0
Chateau Beau-Sejour Becot,2005,Bordeaux Red Blends,St. Emilion, Bordeaux, France,109.97,94,92.91676,1.08324,1,0,0,0,1,0
Chateau Grand-Puy-Lacoste,2005,Bordeaux Red Blends,Pauillac, Bordeaux, France,159.99,92,93.22568,-1.22568,1,0,0,0,1,0
Chateau Leoville Poyferre,2005,Bordeaux Red Blends,St. Julien, Bordeaux, France,149.99,93,93.16393,-0.16393,1,0,0,0,1,0
Chateau Chauvin,2005,Bordeaux Red Blends,St. Emilion, Bordeaux, France,49.99,92,92.54633,-0.54633,1,0,0,0,1,0
Henschke Mt. Edelstone Shiraz,2005,Syrah/Shiraz,Barossa Valley, Barossa, Australia,85.99,97,93.04330,3.95670,0,1,0,0,0,1
Kilikanoon The Lackey Shiraz,2006,Syrah/Shiraz,Australia,15.99,89,92.62790,-3.62790,0,1,0,0,0,1
Saint Cosme Cote Rotie,2007,Syrah/Shiraz,Cote Rotie, Rhone, France,63.99,93,93.49532,-0.49532,0,1,0,0,1,0
Tenuta di Biserno Il Pino,2005,Bordeaux Red Blends,Tuscany, Italy,85.00,92,90.49274,1.50726,1,0,0,1,0,0
Torbreck Woodcutters Shiraz,2008,Syrah/Shiraz,Barossa Valley, Barossa, Australia,24.99,91,92.71732,-1.71732,0,1,0,0,0,1
Delas Hermitage Les Bessards,2003,Syrah/Shiraz,Hermitage, Rhone, France,129.97,96,93.83516,2.16484,0,1,0,0,1,0
Jean-Louis Chave Hermitage,2005,Syrah/Shiraz,Hermitage, Rhone, France,369.00,95,95.34521,-0.34521,0,1,0,0,1,0
Jean-Louis Chave Selection Saint-Joseph Offerus,2005,Syrah/Shiraz,Rhone, France,28.99,90,93.24533,-3.24533,0,1,0,0,1,0
Chateau Pape Clement,2006,Bordeaux Red Blends,Pessac-Leognan, Bordeaux, France,139.99,95,93.11908,1.88092,1,0,0,0,1,0
Chateau Pape Clement,2004,Bordeaux Red Blends,Pessac-Leognan, Bordeaux, France,109.00,91,92.89386,-1.89386,1,0,0,0,1,0
Chateau Pape Clement,2003,Bordeaux Red Blends,Pessac-Leognan, Bordeaux, France,129.97,93,93.00645,-0.00645,1,0,0,0,1,0
Occam's Razor Heathcote Shiraz,2005,Syrah/Shiraz,Australia,24.99,91,92.66658,-1.66658,0,1,0,0,0,1
Chateau Certan Marzelle Pomerol,2005,Bordeaux Red Blends,Pomerol, Bordeaux, France,75.99,89,92.70691,-3.70691,1,0,0,0,1,0
Chateau Certan Marzelle Pomerol,2006,Bordeaux Red Blends,Pomerol, Bordeaux, France,79.99,89,92.74852,-3.74852,1,0,0,0,1,0
Chateau Carbonnieux,2005,Bordeaux Red Blends,Pessac-Leognan, Bordeaux, France,49.99,91,92.54633,-1.54633,1,0,0,0,1,0
Chateau Canon La Gaffeliere,2005,Bordeaux Red Blends,St. Emilion, Bordeaux, France,139.97,94,93.10204,0.89796,1,0,0,0,1,0
Chateau Canon La Gaffeliere,2003,Bordeaux Red Blends,St. Emilion, Bordeaux, France,89.00,89,92.75343,-3.75343,1,0,0,0,1,0
Chateau Palmer Alter Ego de Palmer,2005,Bordeaux Red Blends,Margaux, Bordeaux, France,149.97,90,93.16380,-3.16380,1,0,0,0,1,0
Vieux Chateau Certan,2006,Bordeaux Red Blends,Pomerol, Bordeaux, France,259.99,96,93.86018,2.13982,1,0,0,0,1,0
Louis Jadot Chambertin-Clos de Beze Grand Cru,2007,Pinot Noir,Burgundy, France,239.00,92,91.99507,0.00493,0,0,1,0,1,0
Chateau Charmail,2004,Bordeaux Red Blends,Haut Medoc, Bordeaux, France,21.99,89,92.35649,-3.35649,1,0,0,0,1,0
Chateau Charmail,2005,Bordeaux Red Blends,Haut Medoc, Bordeaux, France,26.99,90,92.40428,-2.40428,1,0,0,0,1,0
Chateau Lanessan,2005,Bordeaux Red Blends,Haut Medoc, Bordeaux, France,29.99,90,92.42281,-2.42281,1,0,0,0,1,0
Chateau La Tour Carnet,2004,Bordeaux Red Blends,Haut Medoc, Bordeaux, France,27.99,90,92.39355,-2.39355,1,0,0,0,1,0
Chateau La Tour Carnet,2005,Bordeaux Red Blends,Haut Medoc, Bordeaux, France,48.99,90,92.54016,-2.54016,1,0,0,0,1,0
Chateau d'Escurac,2005,Bordeaux Red Blends,Medoc, Bordeaux, France,21.99,89,92.37341,-3.37341,1,0,0,0,1,0
Chateau Haut Condissas,2003,Bordeaux Red Blends,Medoc, Bordeaux, France,95.00,92,92.79048,-0.79048,1,0,0,0,1,0
Chateau Haut Condissas,2005,Bordeaux Red Blends,Medoc, Bordeaux, France,49.99,90,92.54633,-2.54633,1,0,0,0,1,0
Chateau Rollan de By,2005,Bordeaux Red Blends,Medoc, Bordeaux, France,34.99,90,92.45369,-2.45369,1,0,0,0,1,0
AusVetia Shiraz,2001,Syrah/Shiraz,Australia,34.99,91,92.66069,-1.66069,0,1,0,0,0,1
AusVetia Shiraz,2002,Syrah/Shiraz,Australia,34.99,90,92.67760,-2.67760,0,1,0,0,0,1
Yeringberg Pinot Noir,2004,Pinot Noir,Yarra Valley, Australia,49.99,90,90.22296,-0.22296,0,0,1,0,0,1
Chateau Carbonnieux,2003,Bordeaux Red Blends,Pessac-Leognan, Bordeaux, France,35.99,89,92.42604,-3.42604,1,0,0,0,1,0
Chateau Malartic-Lagraviere,2003,Bordeaux Red Blends,Pessac-Leognan, Bordeaux, France,39.99,89,92.45074,-3.45074,1,0,0,0,1,0
Chateau Malartic-Lagraviere,2005,Bordeaux Red Blends,Pessac-Leognan, Bordeaux, France,54.99,92,92.57721,-0.57721,1,0,0,0,1,0
Domaine de Chevalier,2003,Bordeaux Red Blends,Pessac-Leognan, Bordeaux, France,49.99,90,92.51251,-2.51251,1,0,0,0,1,0
Domaine de Chevalier,2005,Bordeaux Red Blends,Pessac-Leognan, Bordeaux, France,139.99,95,93.10217,1.89783,1,0,0,0,1,0
Chateau Clinet,2004,Bordeaux Red Blends,Pomerol, Bordeaux, France,74.97,90,92.68369,-2.68369,1,0,0,0,1,0
Chateau Nenin,2004,Bordeaux Red Blends,Pomerol, Bordeaux, France,33.99,89,92.43060,-3.43060,1,0,0,0,1,0
Chateau Barde Haut,2005,Bordeaux Red Blends,St. Emilion, Bordeaux, France,59.99,93,92.60809,0.39191,1,0,0,0,1,0
Chateau Bellevue Mondotte St. Emilion,2005,Bordeaux Red Blends,St. Emilion, Bordeaux, France,369.00,99,94.51651,4.48349,1,0,0,0,1,0
The Winner's Tank Shiraz,2008,Syrah/Shiraz,Australia,10.99,90,92.63084,-2.63084,0,1,0,0,0,1
Chateau Fombrauge,2005,Bordeaux Red Blends,St. Emilion, Bordeaux, France,54.99,90,92.57721,-2.57721,1,0,0,0,1,0
Chateau La Couspaude,2003,Bordeaux Red Blends,St. Emilion, Bordeaux, France,49.99,92,92.51251,-0.51251,1,0,0,0,1,0
Chateau La Couspaude,2004,Bordeaux Red Blends,St. Emilion, Bordeaux, France,39.99,89,92.46765,-3.46765,1,0,0,0,1,0
Chateau La Couspaude,2005,Bordeaux Red Blends,St. Emilion, Bordeaux, France,49.99,92,92.54633,-0.54633,1,0,0,0,1,0
Chateau La Gaffeliere,2004,Bordeaux Red Blends,St. Emilion, Bordeaux, France,42.98,92,92.48613,-0.48613,1,0,0,0,1,0
Chateau La Gaffeliere,2005,Bordeaux Red Blends,St. Emilion, Bordeaux, France,144.97,96,93.13292,2.86708,1,0,0,0,1,0
Chateau Lusseau,2003,Bordeaux Red Blends,St. Emilion, Bordeaux, France,36.99,90,92.43222,-2.43222,1,0,0,0,1,0
Chateau Lusseau,2004,Bordeaux Red Blends,St. Emilion, Bordeaux, France,29.99,89,92.40590,-3.40590,1,0,0,0,1,0
Chateau Lusseau,2005,Bordeaux Red Blends,St. Emilion, Bordeaux, France,38.99,90,92.47839,-2.47839,1,0,0,0,1,0
Chateau Monbousquet,2004,Bordeaux Red Blends,St. Emilion, Bordeaux, France,51.99,90,92.54176,-2.54176,1,0,0,0,1,0
Chateau Phelan Segur,2005,Bordeaux Red Blends,St. Estephe, Bordeaux, France,49.99,89,92.54633,-3.54633,1,0,0,0,1,0
Chateau Quinault l'Enclos,2005,Bordeaux Red Blends,St. Emilion, Bordeaux, France,66.99,94,92.65132,1.34868,1,0,0,0,1,0
Chateau Bellefont Belcier,2005,Bordeaux Red Blends,St. Emilion, Bordeaux, France,59.99,94,92.60809,1.39191,1,0,0,0,1,0
Chateau Berliquet,2005,Bordeaux Red Blends,St. Emilion, Bordeaux, France,37.99,90,92.47221,-2.47221,1,0,0,0,1,0
Clos Les Lunelles Cotes de Castillon,2003,Bordeaux Red Blends,Cotes de Castillon, Bordeaux, France,39.97,92,92.45062,-0.45062,1,0,0,0,1,0
Clos Les Lunelles Cotes de Castillon,2004,Bordeaux Red Blends,Cotes de Castillon, Bordeaux, France,34.99,92,92.43678,-0.43678,1,0,0,0,1,0
Clos Les Lunelles Cotes de Castillon,2005,Bordeaux Red Blends,Cotes de Castillon, Bordeaux, France,59.99,94,92.60809,1.39191,1,0,0,0,1,0
Chateau Lagrange,2005,Bordeaux Red Blends,St. Julien, Bordeaux, France,79.97,91,92.73149,-1.73149,1,0,0,0,1,0
Clos du Marquis,2005,Bordeaux Red Blends,St. Julien, Bordeaux, France,89.99,91,92.79337,-1.79337,1,0,0,0,1,0
Chateau Fontenil,2005,Bordeaux Red Blends,Fronsac, Bordeaux, France,35.99,90,92.45987,-2.45987,1,0,0,0,1,0
Brancaia Tre,2007,Tuscan Blends,Tuscany, Italy,18.99,90,90.11888,-0.11888,1,0,0,1,0,0
Chateau Ducru-Beaucaillou,2006,Bordeaux Red Blends,St. Julien, Bordeaux, France,194.99,94,93.45876,0.54124,1,0,0,0,1,0
I Greppi Bolgheri Greppicante,2007,Bordeaux Red Blends,Tuscany, Italy,25.99,90,90.16211,-0.16211,1,0,0,1,0,0
Chateau Cheval Blanc,2003,Bordeaux Red Blends,St. Emilion, Bordeaux, France,599.97,92,95.90915,-3.90915,1,0,0,0,1,0
Tenimenti Luigi d'Alessandro Syrah Cortona Il Bosco,2006,Syrah/Shiraz,Tuscany, Italy,69.99,92,91.24564,0.75436,0,1,0,1,0,0
Chateau Leoville Barton,2006,Bordeaux Red Blends,St. Julien, Bordeaux, France,89.00,91,92.80417,-1.80417,1,0,0,0,1,0
Chateau d'Armailhac,2006,Bordeaux Red Blends,Pauillac, Bordeaux, France,79.97,91,92.74840,-1.74840,1,0,0,0,1,0
Chateau Lafite Rothschild,2006,Bordeaux Red Blends,Pauillac, Bordeaux, France,849.97,97,97.50386,-0.50386,1,0,0,0,1,0
Chateau La Tour Carnet,2006,Bordeaux Red Blends,Haut Medoc, Bordeaux, France,26.99,91,92.42120,-1.42120,1,0,0,0,1,0
Les Asteries,2005,Bordeaux Red Blends,St. Emilion, Bordeaux, France,99.99,95,92.85513,2.14487,1,0,0,0,1,0
Chateau Cos d'Estournel,2006,Bordeaux Red Blends,St. Estephe, Bordeaux, France,159.99,94,93.24260,0.75740,1,0,0,0,1,0
Brancaia Tre,2006,Tuscan Blends,Tuscany, Italy,16.99,88,90.08961,-2.08961,1,0,0,1,0,0
Tait The Ball Buster,2008,Syrah/Shiraz,Barossa Valley, Barossa, Australia,18.99,91,92.68025,-1.68025,0,1,0,0,0,1
Ornellaia Le Serre Nuove,2007,Bordeaux Red Blends,Tuscany, Italy,59.99,92,90.37210,1.62790,1,0,0,1,0,0
Thorn-Clarke Shotfire Ridge Shiraz,2008,Syrah/Shiraz,Barossa Valley, Barossa, Australia,16.99,90,92.66791,-2.66791,0,1,0,0,0,1
Cimicky Trumps Shiraz,2008,Syrah/Shiraz,Barossa Valley, Barossa, Australia,18.99,91,92.68025,-1.68025,0,1,0,0,0,1
R Wines Strong Arms Shiraz,2008,Syrah/Shiraz,Australia,10.98,88,92.63078,-4.63078,0,1,0,0,0,1
R Wines Chris Ringland CR Shiraz,2008,Syrah/Shiraz,Australia,18.29,92,92.67593,-0.67593,0,1,0,0,0,1
Brancaia Il Blu,2006,Tuscan Blends,Tuscany, Italy,75.99,95,90.45399,4.54601,1,0,0,1,0,0
Bleasdale Bremerview Shiraz,2007,Syrah/Shiraz,Australia,13.97,90,92.63234,-2.63234,0,1,0,0,0,1
Fetish The Watcher Shiraz,2006,Syrah/Shiraz,Barossa Valley, Barossa, Australia,13.99,90,92.61555,-2.61555,0,1,0,0,0,1
Livernano Toscana,2005,Bordeaux Red Blends,Tuscany, Italy,49.99,89,90.27651,-1.27651,1,0,0,1,0,0
Chateau Pichon Longueville Comtesse de Lalande Reserve de la Comtesse,2004,Bordeaux Red Blends,Pauillac, Bordeaux, France,62.99,90,92.60970,-2.60970,1,0,0,0,1,0
Chateau de Fieuzal,2005,Bordeaux Red Blends,Pessac-Leognan, Bordeaux, France,46.99,90,92.52780,-2.52780,1,0,0,0,1,0
Chateau La Croix De Gay,2005,Bordeaux Red Blends,Pomerol, Bordeaux, France,51.99,90,92.55869,-2.55869,1,0,0,0,1,0
Chateau La Dominique,2005,Bordeaux Red Blends,St. Emilion, Bordeaux, France,39.99,93,92.48457,0.51543,1,0,0,0,1,0
Chateau Pichon Longueville Comtesse de Lalande Reserve de la Comtesse,2004,Bordeaux Red Blends,Pauillac, Bordeaux, France,47.99,90,92.51706,-2.51706,1,0,0,0,1,0
Chateau d'Aurilhac Haut Medoc,2005,Bordeaux Red Blends,Medoc, Bordeaux, France,18.99,90,92.35487,-2.35487,1,0,0,0,1,0
Chateau Lassegue,2006,Bordeaux Red Blends,St. Emilion, Bordeaux, France,79.99,91,92.74852,-1.74852,1,0,0,0,1,0
Penfolds RWT Shiraz,2006,Syrah/Shiraz,Barossa Valley, Barossa, Australia,149.00,95,93.44936,1.55064,0,1,0,0,0,1
Delas Saint-Joseph Francois de Tournon,2005,Syrah/Shiraz,Rhone, France,33.99,90,93.27621,-3.27621,0,1,0,0,1,0
Heartland Shiraz,2008,Syrah/Shiraz,Australia,13.99,88,92.64938,-4.64938,0,1,0,0,0,1
Kaesler Stonehorse Shiraz,2006,Syrah/Shiraz,Barossa Valley, Barossa, Australia,27.99,90,92.70201,-2.70201,0,1,0,0,0,1
Kangarilla Road Shiraz,2007,Syrah/Shiraz,McLaren Vale, Australia,17.99,90,92.65717,-2.65717,0,1,0,0,0,1
Shirvington Shiraz,2007,Syrah/Shiraz,McLaren Vale, Australia,32.99,92,92.74981,-0.74981,0,1,0,0,0,1
The Colonial Estate Exile Shiraz,2006,Syrah/Shiraz,Barossa Valley, Barossa, Australia,89.00,93,93.07881,-0.07881,0,1,0,0,0,1
Le Macchiole Scrio,2005,Syrah/Shiraz,Tuscany, Italy,209.00,90,92.08725,-2.08725,0,1,0,1,0,0
Clarendon Hills Piggott Range Syrah,2003,Syrah/Shiraz,McLaren Vale, Australia,89.00,98,93.02808,4.97192,0,1,0,0,0,1
Clarendon Hills Hickinbotham Syrah,2005,Syrah/Shiraz,McLaren Vale, Australia,74.99,97,92.97537,4.02463,0,1,0,0,0,1
Clarendon Hills Piggott Range Syrah,2005,Syrah/Shiraz,McLaren Vale, Australia,99.00,97,93.12366,3.87634,0,1,0,0,0,1
R Wines Evil Incarnate Shiraz,2004,Syrah/Shiraz,Barossa Valley, Barossa, Australia,79.99,94,92.98933,1.01067,0,1,0,0,0,1
Chateau Margaux,2005,Bordeaux Red Blends,Margaux, Bordeaux, France,969.97,98,98.22806,-0.22806,1,0,0,0,1,0
R Wines Chris Ringland CR Shiraz,2007,Syrah/Shiraz,Australia,16.99,90,92.65099,-2.65099,0,1,0,0,0,1
Chateau Clerc Milon,2006,Bordeaux Red Blends,Pauillac, Bordeaux, France,79.00,91,92.74240,-1.74240,1,0,0,0,1,0
Guigal Crozes Hermitage,2006,Syrah/Shiraz,Rhone, France,24.99,88,93.23755,-5.23755,0,1,0,0,1,0
Domaine de la Romanee Conti Echezeaux,2007,Pinot Noir,Burgundy, France,339.00,90,92.61266,-2.61266,0,0,1,0,1,0
Domaine de la Romanee Conti Grands Echezeaux Grand Cru,2007,Pinot Noir,Burgundy, France,525.00,92,93.76138,-1.76138,0,0,1,0,1,0
Domaine de la Romanee Conti Romanee St. Vivant Grand Cru,2007,Pinot Noir,Burgundy, France,759.00,93,95.20656,-2.20656,0,0,1,0,1,0
Domaine de la Romanee Conti Richebourg Grand Cru,2007,Pinot Noir,Burgundy, France,899.00,92,96.07118,-4.07118,0,0,1,0,1,0
Domaine de la Romanee Conti La Tache Grand Cru,2007,Pinot Noir,Burgundy, France,949.00,96,96.37998,-0.37998,0,0,1,0,1,0
Terrabianca Campaccio,2006,Tuscan Blends,Tuscany, Italy,29.99,91,90.16991,0.83009,1,0,0,1,0,0
Tenuta Sette Ponti Oreno,2007,Bordeaux Red Blends,Tuscany, Italy,89.97,92,90.55725,1.44275,1,0,0,1,0,0
Chateau Faizeau Montagne Vieilles Vignes,2003,Bordeaux Red Blends,St. Emilion, Bordeaux, France,14.99,89,92.29635,-3.29635,1,0,0,0,1,0
Girolate,2003,Bordeaux Red Blends,Bordeaux, France,49.99,91,92.51251,-1.51251,1,0,0,0,1,0
Gaja Ca' Marcanda Promis,2007,Tuscan Blends,Tuscany, Italy,42.99,90,90.26711,-0.26711,1,0,0,1,0,0
Clarendon Hills Bakers Gully Syrah,2005,Syrah/Shiraz,McLaren Vale, Australia,41.99,92,92.77156,-0.77156,0,1,0,0,0,1
Clarendon Hills Moritz Syrah,2005,Syrah/Shiraz,McLaren Vale, Australia,49.99,96,92.82097,3.17903,0,1,0,0,0,1
Clarendon Hills Liandra Syrah,2005,Syrah/Shiraz,McLaren Vale, Australia,74.99,94,92.97537,1.02463,0,1,0,0,0,1
Loose End Shiraz,2006,Syrah/Shiraz,Barossa Valley, Barossa, Australia,19.99,90,92.65260,-2.65260,0,1,0,0,0,1
Clarendon Hills Brookman Syrah,2005,Syrah/Shiraz,McLaren Vale, Australia,85.00,96,93.03719,2.96281,0,1,0,0,0,1
Guigal Chateau D'Ampuis Cote Rotie,2006,Syrah/Shiraz,Cote Rotie, Rhone, France,127.97,95,93.87354,1.12646,0,1,0,0,1,0
Gilt Chateau Pavie Saint-Emilion,2003,Bordeaux Red Blends,St. Emilion, Bordeaux, France,199.00,98,93.43279,4.56721,1,0,0,0,1,0
Gilt Clarendon Hills Astralis Syrah,2005,Syrah/Shiraz,McLaren Vale, Australia,169.00,99,93.55597,5.44403,0,1,0,0,0,1
Gilt Clos Les Lunelles Cotes de Castillon,2005,Bordeaux Red Blends,Cotes de Castillon, Bordeaux, France,49.00,94,92.54022,1.45978,1,0,0,0,1,0
Gilt Kilikanoon Covenant Shiraz,2005,Syrah/Shiraz,Clare Valley, Australia,29.00,92,92.69135,-0.69135,0,1,0,0,0,1
Heathcote Estate Shiraz,2006,Syrah/Shiraz,Australia,48.99,91,92.83171,-1.83171,0,1,0,0,0,1
Domaine de Chevalier,2006,Bordeaux Red Blends,Pessac-Leognan, Bordeaux, France,79.99,92,92.74852,-0.74852,1,0,0,0,1,0
Domaine de Chevalier (Futures Pre-Sale),2009,Bordeaux Red Blends,Pessac-Leognan, Bordeaux, France,89.99,95,92.86102,2.13898,1,0,0,0,1,0
Chateau Pichon Longueville Comtesse de Lalande,2008,Bordeaux Red Blends,Pauillac, Bordeaux, France,139.97,92,93.15277,-1.15277,1,0,0,0,1,0
Chateau Pichon Longueville Comtesse de Lalande (Futures Pre-Sale),2009,Bordeaux Red Blends,Pauillac, Bordeaux, France,189.99,95,93.47861,1.52139,1,0,0,0,1,0
Chateau Pichon-Longueville Baron,2006,Bordeaux Red Blends,Pauillac, Bordeaux, France,159.97,92,93.24247,-1.24247,1,0,0,0,1,0
Chateau Pichon-Longueville Baron,2007,Bordeaux Red Blends,Pauillac, Bordeaux, France,119.00,92,93.00636,-1.00636,1,0,0,0,1,0
Chateau Pavie,2008,Bordeaux Red Blends,St. Emilion, Bordeaux, France,299.97,95,94.14093,0.85907,1,0,0,0,1,0
Chateau Pavie (Futures Pre-Sale),2009,Bordeaux Red Blends,St. Emilion, Bordeaux, France,289.00,100,94.09009,5.90991,1,0,0,0,1,0
Chateau Pape Clement,2007,Bordeaux Red Blends,Pessac-Leognan, Bordeaux, France,64.99,92,92.67279,-0.67279,1,0,0,0,1,0
Chateau Pape Clement,2008,Bordeaux Red Blends,Pessac-Leognan, Bordeaux, France,139.97,95,93.15277,1.84723,1,0,0,0,1,0
Chateau Pape Clement (Futures Pre-Sale),2009,Bordeaux Red Blends,Pessac-Leognan, Bordeaux, France,149.99,97,93.23158,3.76842,1,0,0,0,1,0
Chateau Palmer,2008,Bordeaux Red Blends,Margaux, Bordeaux, France,219.00,94,93.64086,0.35914,1,0,0,0,1,0
Chateau Mouton Rothschild,2008,Bordeaux Red Blends,Pauillac, Bordeaux, France,629.00,95,96.17299,-1.17299,1,0,0,0,1,0
Chateau Mouton Rothschild Le Petit Mouton,2006,Bordeaux Red Blends,Pauillac, Bordeaux, France,239.00,90,93.73056,-3.73056,1,0,0,0,1,0
Chateau Montrose,2008,Bordeaux Red Blends,St. Estephe, Bordeaux, France,129.97,94,93.09102,0.90898,1,0,0,0,1,0
Chateau Monbousquet,2007,Bordeaux Red Blends,St. Emilion, Bordeaux, France,54.99,90,92.61104,-2.61104,1,0,0,0,1,0
Chateau La Mondotte,2005,Bordeaux Red Blends,St. Emilion, Bordeaux, France,329.98,99,94.27553,4.72447,1,0,0,0,1,0
Chateau La Mondotte,2006,Bordeaux Red Blends,St. Emilion, Bordeaux, France,299.00,97,94.10110,2.89890,1,0,0,0,1,0
Chateau La Mission Haut-Brion,2006,Bordeaux Red Blends,Pessac-Leognan, Bordeaux, France,379.99,94,94.60130,-0.60130,1,0,0,0,1,0
Chateau La Mission Haut-Brion,2007,Bordeaux Red Blends,Pessac-Leognan, Bordeaux, France,199.99,95,93.50655,1.49345,1,0,0,0,1,0
Chateau La Mission Haut-Brion,2008,Bordeaux Red Blends,Pessac-Leognan, Bordeaux, France,279.99,95,94.01753,0.98247,1,0,0,0,1,0
Chateau Haut-Brion,2007,Bordeaux Red Blends,Pessac-Leognan, Bordeaux, France,499.00,92,95.35321,-3.35321,1,0,0,0,1,0
Chateau Haut-Brion,2008,Bordeaux Red Blends,Pessac-Leognan, Bordeaux, France,519.97,96,95.49963,0.50037,1,0,0,0,1,0
Chateau Grand-Puy-Lacoste (Futures Pre-Sale),2009,Bordeaux Red Blends,Pauillac, Bordeaux, France,79.99,95,92.79926,2.20074,1,0,0,0,1,0
Chateau Fombrauge,2007,Bordeaux Red Blends,St. Emilion, Bordeaux, France,18.99,89,92.38870,-3.38870,1,0,0,0,1,0
Chateau de Fieuzal,2007,Bordeaux Red Blends,Pessac-Leognan, Bordeaux, France,29.99,90,92.45663,-2.45663,1,0,0,0,1,0
Chateau de Fieuzal,2008,Bordeaux Red Blends,Pessac-Leognan, Bordeaux, France,49.99,92,92.59706,-0.59706,1,0,0,0,1,0
Chateau de Fieuzal (Futures Pre-sale),2009,Bordeaux Red Blends,Pessac-Leognan, Bordeaux, France,44.99,92,92.58310,-0.58310,1,0,0,0,1,0
Chateau Cheval Blanc Le Petit Cheval,2005,Bordeaux Red Blends,St. Emilion, Bordeaux, France,139.97,89,93.10204,-4.10204,1,0,0,0,1,0
Chateau Cheval Blanc Le Petit Cheval,2006,Bordeaux Red Blends,St. Emilion, Bordeaux, France,169.00,89,93.29823,-4.29823,1,0,0,0,1,0
Chateau Cheval Blanc Le Petit Cheval (Futures Pre-Sale),2009,Bordeaux Red Blends,St. Emilion, Bordeaux, France,159.00,93,93.28722,-0.28722,1,0,0,0,1,0
Chateau Canon La Gaffeliere,2006,Bordeaux Red Blends,St. Emilion, Bordeaux, France,94.99,92,92.84116,-0.84116,1,0,0,0,1,0
Chateau Canon La Gaffeliere,2008,Bordeaux Red Blends,St. Emilion, Bordeaux, France,99.99,93,92.90587,0.09413,1,0,0,0,1,0
Chateau Canon La Gaffeliere (Futures Pre-Sale),2009,Bordeaux Red Blends,St. Emilion, Bordeaux, France,94.99,95,92.89189,2.10811,1,0,0,0,1,0
Chateau Angelus,2006,Bordeaux Red Blends,St. Emilion, Bordeaux, France,389.97,95,94.66293,0.33707,1,0,0,0,1,0
Chateau Angelus,2008,Bordeaux Red Blends,St. Emilion, Bordeaux, France,239.00,93,93.76437,-0.76437,1,0,0,0,1,0
Chateau Angelus (Futures Pre-Sale),2009,Bordeaux Red Blends,St. Emilion, Bordeaux, France,329.00,99,94.33713,4.66287,1,0,0,0,1,0
Chateau Valandraud (slightly torn label),2005,Bordeaux Red Blends,St. Emilion, Bordeaux, France,189.00,95,93.40485,1.59515,1,0,0,0,1,0
Chateau Margaux Pavillon Rouge,2005,Bordeaux Red Blends,Margaux, Bordeaux, France,229.97,91,93.65788,-2.65788,1,0,0,0,1,0
Chateau Margaux,2007,Bordeaux Red Blends,Margaux, Bordeaux, France,599.97,92,95.97679,-3.97679,1,0,0,0,1,0
Chateau Margaux,2008,Bordeaux Red Blends,Margaux, Bordeaux, France,519.97,94,95.49963,-1.49963,1,0,0,0,1,0
Chateau Lynch-Bages,2006,Bordeaux Red Blends,Pauillac, Bordeaux, France,179.97,94,93.36599,0.63401,1,0,0,0,1,0
Chateau Lynch-Bages,2008,Bordeaux Red Blends,Pauillac, Bordeaux, France,139.00,93,93.14679,-0.14679,1,0,0,0,1,0
Chateau Lynch-Bages (Futures Pre-Sale),2009,Bordeaux Red Blends,Pauillac, Bordeaux, France,134.99,98,93.13893,4.86107,1,0,0,0,1,0
Chateau Leoville Poyferre,2006,Bordeaux Red Blends,St. Julien, Bordeaux, France,89.00,92,92.80417,-0.80417,1,0,0,0,1,0
Chateau Leoville Poyferre,2008,Bordeaux Red Blends,St. Julien, Bordeaux, France,99.00,94,92.89975,1.10025,1,0,0,0,1,0
Chateau Leoville Poyferre (Futures Pre-Sale),2009,Bordeaux Red Blends,St. Julien, Bordeaux, France,149.99,100,93.23158,6.76842,1,0,0,0,1,0
Chateau Leoville Las Cases,2007,Bordeaux Red Blends,St. Julien, Bordeaux, France,139.99,92,93.13599,-1.13599,1,0,0,0,1,0
Chateau Leoville Las Cases,2008,Bordeaux Red Blends,St. Julien, Bordeaux, France,219.99,93,93.64697,-0.64697,1,0,0,0,1,0
Chateau Leoville Las Cases (Futures Pre-Sale),2009,Bordeaux Red Blends,St. Julien, Bordeaux, France,379.00,98,94.64592,3.35408,1,0,0,0,1,0
